"unique_key","bird","car_included","cat","country","date_from","date_range","date_to","dog","expired","first_seen","fish","horse","last_changed","listing_id","livestock","location","new_this_run","poultry","profile","public_transport","rabbit","reptile","reviewing","small_pets","title","town","url"
"1508845|Nov 27, 2025→Dec 01, 2025",0,False,0,"United Kingdom","Nov 27, 2025","Nov 27, 2025→Dec 01, 2025","Dec 01, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1508845.0,0,"Tring, United Kingdom",False,0,"europe",False,0,1,False,0,"Stay in lovely Tring, the Ridgeway, Natural history museum on your door step","Tring","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/tring/l/1508845/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"151065|Nov 07, 2025→Nov 21, 2025",0,False,1,"United Kingdom","Nov 07, 2025","Nov 07, 2025→Nov 21, 2025","Nov 21, 2025",0,False,"2025-05-02T17:43:54.565905Z",0,0,"2025-05-08T19:23:44.997741Z",151065.0,0,"Romford, United Kingdom",False,0,"europe",True,0,0,False,0,"Perfect location for visiting London and it’s landmarks! Lady sitter/s preferred","Romford","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/romford/l/151065/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjMsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"1528458|Nov 13, 2025→Nov 17, 2025",0,False,0,"United Kingdom","Nov 13, 2025","Nov 13, 2025→Nov 17, 2025","Nov 17, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1528458.0,0,"Aylesbury, United Kingdom",False,0,"europe",False,0,0,False,0,"Stay in Our Idyllic Cottage and Look After Our Miniature Dachshund, Freddy!","Aylesbury","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/aylesbury/l/1528458/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1532647|Nov 22, 2025→Dec 11, 2025",0,False,0,"United Kingdom","Nov 22, 2025","Nov 22, 2025→Dec 11, 2025","Dec 11, 2025",1,False,"2025-04-19T10:42:25.371878Z",0,0,"2025-04-20T10:10:31.487973Z",1532647.0,0,"Wantage, United Kingdom",False,0,"",False,0,0,True,0,"Getaway in the Oxfordshire countryside","Wantage","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/wantage/l/1532647/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"1546389|Nov 07, 2025→Dec 07, 2025",0,False,1,"France","Nov 07, 2025","","Dec 07, 2025",1,False,"2025-04-19T10:42:25.371878Z",0,0,"2025-04-19T10:42:25.371878Z","",0,"Souvigné, France",False,0,"",False,0,0,False,0,"Tali and Cornichon need love and fun","Souvigné","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/france/nouvelle-aquitaine/souvigne/l/1546389/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"1567813|Nov 27, 2025→Nov 30, 2025",0,False,1,"United Kingdom","Nov 27, 2025","Nov 27, 2025→Nov 30, 2025","Nov 30, 2025",0,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1567813.0,0,"Bristol, United Kingdom",False,0,"europe",False,0,0,False,0,"Central Flat in Bristol, England. Cat included.","Bristol","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/bristol/l/1567813/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1567813|Nov 27, 2025→Nov 30, 2025",0,False,1,"United Kingdom","Nov 27, 2025","Nov 27, 2025→Nov 30, 2025","Nov 30, 2025",0,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1567813.0,0,"Bristol, United Kingdom",False,0,"europe",False,0,0,False,0,"Central Flat in Bristol, England. Cat included.","Bristol","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/bristol/l/1567813/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1584308|Dec 07, 2025→Dec 10, 2025",0,False,0,"United Kingdom","Dec 07, 2025","Dec 07, 2025→Dec 10, 2025","Dec 10, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1584308.0,0,"Swanage, United Kingdom",False,0,"europe",False,0,0,False,0,"Sitter required for lab loving humans","Swanage","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/swanage/l/1584308/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1584308|Dec 07, 2025→Dec 10, 2025",0,False,0,"United Kingdom","Dec 07, 2025","Dec 07, 2025→Dec 10, 2025","Dec 10, 2025",2,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-05-09T07:27:36.394074Z",1584308.0,0,"Swanage, United Kingdom",False,0,"europe",False,0,0,False,0,"Sitter required for lab loving humans","Swanage","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/swanage/l/1584308/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1586462|Nov 26, 2025→Dec 01, 2025",0,False,4,"United Kingdom","Nov 26, 2025","Nov 26, 2025→Dec 01, 2025","Dec 01, 2025",0,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1586462.0,0,"Rugby, United Kingdom",False,0,"europe",False,0,0,False,0,"Two adolescent's  and two adult cats need TLC so their human can go on holiday!","Rugby","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/rugby/l/1586462/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1586462|Nov 26, 2025→Dec 01, 2025",0,False,4,"United Kingdom","Nov 26, 2025","Nov 26, 2025→Dec 01, 2025","Dec 01, 2025",0,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-05-09T07:27:36.394074Z",1586462.0,0,"Rugby, United Kingdom",False,0,"europe",False,0,0,False,0,"Two adolescent's  and two adult cats need TLC so their human can go on holiday!","Rugby","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/rugby/l/1586462/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1588385|Nov 15, 2025→Nov 29, 2025",0,False,0,"United Kingdom","Nov 15, 2025","Nov 15, 2025→Nov 29, 2025","Nov 29, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-28T14:58:09.180855Z",1588385.0,0,"West Byfleet, United Kingdom",False,0,"europe",False,0,0,False,0,"Green & leafy Surrey bungalow & garden. Easy access to London & local facilities","West Byfleet","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/west-byfleet/l/1588385/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1588385|Nov 15, 2025→Nov 29, 2025",0,False,0,"United Kingdom","Nov 15, 2025","Nov 15, 2025→Nov 29, 2025","Nov 29, 2025",2,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-28T14:58:09.180855Z",1588385.0,0,"West Byfleet, United Kingdom",False,0,"europe",False,0,0,False,0,"Green & leafy Surrey bungalow & garden. Easy access to London & local facilities","West Byfleet","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/west-byfleet/l/1588385/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1589008|Dec 14, 2025→Dec 21, 2025",0,False,1,"United Kingdom","Dec 14, 2025","Dec 14, 2025→Dec 21, 2025","Dec 21, 2025",0,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-26T11:55:16.464169Z",1589008.0,0,"Dunstable, United Kingdom",False,0,"europe",False,0,0,False,0,"Cat and Rabbit sitting in Dunstable, easy reach to london.","Dunstable","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/dunstable/l/1589008/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1589008|Dec 14, 2025→Dec 21, 2025",0,False,1,"United Kingdom","Dec 14, 2025","Dec 14, 2025→Dec 21, 2025","Dec 21, 2025",0,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-26T11:55:16.464169Z",1589008.0,0,"Dunstable, United Kingdom",False,0,"europe",False,0,0,False,0,"Cat and Rabbit sitting in Dunstable, easy reach to london.","Dunstable","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/dunstable/l/1589008/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1592898|Nov 19, 2025→Dec 23, 2025",0,False,0,"United Kingdom","Nov 19, 2025","Nov 19, 2025→Dec 23, 2025","Dec 23, 2025",1,False,"2025-05-06T12:51:05.524502Z",0,0,"2025-05-09T06:01:38.307976Z",1592898.0,0,"Deal, United Kingdom",False,0,"europe",True,0,0,False,0,"Listed home in Deal with two small dogs.","Deal","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/deal/l/1592898/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjQsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"1605752|Dec 05, 2025→Dec 22, 2025",0,False,0,"United Kingdom","Dec 05, 2025","Dec 05, 2025→Dec 22, 2025","Dec 22, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-20T10:22:39.853143Z",1605752.0,0,"Diss, United Kingdom",False,0,"europe",False,0,0,False,0,"House in the Suffolk Countryside for Barney the Border Collie","Diss","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/diss/l/1605752/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1605752|Dec 05, 2025→Dec 22, 2025",0,False,0,"United Kingdom","Dec 05, 2025","Dec 05, 2025→Dec 22, 2025","Dec 22, 2025",1,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-20T10:22:39.853143Z",1605752.0,0,"Diss, United Kingdom",False,0,"europe",False,0,0,False,0,"House in the Suffolk Countryside for Barney the Border Collie","Diss","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/diss/l/1605752/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1629787|Dec 09, 2025→Dec 22, 2025",0,False,0,"United Kingdom","Dec 09, 2025","Dec 09, 2025→Dec 22, 2025","Dec 22, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-20T10:22:39.853143Z",1629787.0,0,"Alston, United Kingdom",False,0,"europe",False,0,0,False,0,"Off grid house sitting in the Northern Pennines","Alston","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/alston/l/1629787/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1629787|Dec 09, 2025→Dec 22, 2025",0,False,0,"United Kingdom","Dec 09, 2025","Dec 09, 2025→Dec 22, 2025","Dec 22, 2025",1,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-20T10:22:39.853143Z",1629787.0,0,"Alston, United Kingdom",False,0,"europe",False,0,0,False,0,"Off grid house sitting in the Northern Pennines","Alston","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/alston/l/1629787/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEzLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1631605|Nov 22, 2025→Nov 28, 2025",0,False,1,"Denmark","Nov 22, 2025","Nov 22, 2025→Nov 28, 2025","Nov 28, 2025",0,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1631605.0,0,"Copenhagen, Denmark",False,0,"europe",False,0,0,True,0,"Cat-sitting in stylish Copenhagen apartment","Copenhagen","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/denmark/capital-region/copenhagen/l/1631605/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
"1645058|Nov 07, 2025→Nov 09, 2025",0,False,2,"United Kingdom","Nov 07, 2025","Nov 07, 2025→Nov 09, 2025","Nov 09, 2025",0,False,"2025-04-23T20:45:15.071409Z",0,0,"2025-05-09T06:01:38.307976Z",1645058.0,0,"Derby, United Kingdom",False,0,"europe",True,0,0,False,0,"Super cuddly fluffy cats in Village need sitter for short weekend breaks","Derby","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/derby/l/1645058/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"1659779|Nov 14, 2025→Nov 16, 2025",0,False,1,"United Kingdom","Nov 14, 2025","Nov 14, 2025→Nov 16, 2025","Nov 16, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",1659779.0,0,"Ryde, United Kingdom",False,0,"europe",False,0,0,False,0,"Home, dog and cat in Ryde, Isle of Wight - beaches, countryside and shops nearby","Ryde","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/ryde/l/1659779/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEyLCJyZXN1bHRzUGVyUGFnZSI6MTIsImRlYnVnIjpmYWxzZSwic3RhdHMiOltdfQ%3D%3D"
